ID;Hindi Synset ID;Sanskrit;Hindi;Assamiya;Oriya;Urdu;Kannada;Kashmiri;Gujarati;Tamil;Telugu;Punjabi;Bangla;Marathi;Malayalam;Sindhi
915;111;प्रतिरोध;प्रतिरोध;प्रतिरोध;प्रतिरोध;null;प्रतिरोध;null;प्रतिरोध;null;प्रतिरोधमु;null;प्रतिरोध;प्रतिरोध;प्रतिरोधम्;null
916;11136;प्रतिलिपि;प्रतिलिपि;प्रतिलिपि;प्रतिलिपि;null;null;null;प्रतिलिपि;null;null;प्रतिलिपि;प्रतिलिपि;null;प्रतिलिपि;प्रतिलिपि
917;7988;प्रतिवादी;प्रतिवादी;प्रतिवादी;प्रतिबादी;null;प्रतिवादि;null;प्रतिवादि;प्रतिवादि;प्रतिवादि;प्रतिवादि;प्रतिवादि;प्रतिवादि;प्रतिवादि;प्रतिवादि
918;3780;प्रतिशोध;प्रतिशोध;प्रतिशोध;प्रतिशोध;null;null;null;प्रतिशोध;null;null;null;प्रतिशोध;प्रतिशोध;प्रतिशोधम्;प्रतिशोध
919;3260;प्रतिष्ठा;प्रतिष्ठा;प्रतिष्ठा;प्रतिष्ठा;null;प्रतिष्ठा;प्रतिष्ठा;प्रतिष्ठा;प्रतिष्टै;प्रतिष्ठ;प्रतिष्ठा;प्रतिष्ठा;प्रतिष्ठा;प्रतिष्ठा;प्रतिष्ठा
920;12572;प्रतिष्ठान;प्रतिष्ठान;प्रतिष्ठान;प्रतिष्ठान;null;null;प्रतिष्ठान;प्रतिष्ठान;null;प्रतिष्ठानमु;null;प्रतिष्ठान;null;प्रतिष्ठानम्;प्रतिष्ठान
921;3608;प्रतीक्षा;प्रतीक्षा;प्रतीक्षा;प्रतीख्या;null;प्रतीक्षा;null;प्रतीक्षा;null;null;null;प्रतीक्षा;प्रतीक्षा;प्रतीक्षा;प्रतीक्षा
922;11374;प्रत्यक्ष;प्रत्यक्ष;प्रत्यक्ष;प्रत्यख्य;null;प्रत्यक्ष;प्रत्यक्ष;प्रत्यक्ष;प्रत्यक्षम्;प्रत्यक्षम्;प्रत्यक्ष;प्रत्यक्ष;प्रत्यक्ष;प्रत्यक्षम्;प्रत्यक्ष
923;9503;प्रत्यय;प्रत्यय;प्रत्यय;प्रत्यय;null;प्रत्यय;प्रत्यय;प्रत्यय;प्रत्ययम्;प्रत्ययु;null;प्रत्यय;प्रत्यय;प्रत्ययम्;null
924;6962;प्रत्येक;प्रत्येक;प्रत्येक;प्रत्येक;null;प्रत्येक;प्रत्येक;प्रत्येक;प्रत्येकम्;प्रत्येकमु;प्रत्येक;प्रत्येक;प्रत्येक;प्रत्येकम्;प्रत्येक
925;6768;प्रथम;प्रथम;प्रथम;प्रथम;null;प्रथम;null;प्रथम;प्रथमम्;प्रथममु;प्रथम;प्रथम;प्रथम;प्रथमम्;प्रथम
926;1282;प्रदर्शन;प्रदर्शन;प्रदर्शन;प्रदर्शन;null;प्रदर्शन;प्रदर्शन;प्रदर्शन;null;प्रदर्शनमु;प्रदर्शन;प्रदर्शन;प्रदर्शन;प्रदर्शनम्;प्रदर्शन
927;not in HWN;प्रदाय;प्रदाय;प्रदाय;प्रदाय;null;null;null;प्रदाय;null;null;null;प्रदाय;null;प्रदायम्;null
928;4784;प्रदूषण;प्रदूषण;प्रदूषण;प्रदूषण;null;null;null;प्रदूषण;null;null;null;प्रदूषण;null;प्रदूषणम्;null
929;2000;प्रधान;प्रधान;प्रधान;प्रधान;null;प्रधान;प्रधान;प्रधान;प्रधानम्;प्रधानमु;प्रधान;प्रधान;प्रधान;प्रधानम्;प्रधान
930;2488;प्रपंच;प्रपंच;प्रपंच;प्रपंच;null;प्रपंच;प्रपंच;प्रपंच;प्रपंचम्;प्रपंचमु;प्रपंच;प्रपंच;प्रपंच;प्रपंचम्;प्रपंच
931;5773;प्रबंध;प्रबंध;प्रबंध;प्रबंध;null;प्रबंध;प्रबंध;प्रबंध;प्रबंधम्;प्रबंधमु;प्रबंध;प्रबंध;प्रबंध;प्रबंधम्;प्रबंध
932;not in HWN;प्रबोध;प्रबोध;प्रबोध;प्रबोध;null;प्रबोध;null;प्रबोध;प्रबोधम्;प्रबोधमु;null;प्रबोध;प्रबोध;प्रबोधम्;प्रबोध
933;3886;प्रभात;प्रभात;प्रभात;प्रभात;null;प्रभात;प्रभात;प्रभात;प्रभात;प्रभातमु;प्रभात;प्रभात;प्रभात;प्रभातम्;प्रभात
934;3643;प्रभाव;प्रभाव;प्रभाव;प्रभाव;null;प्रभाव;प्रभाव;प्रभाव;प्रभावम्;प्रभावमु;प्रभाव;प्रभाव;प्रभाव;प्रभावम्;प्रभाव
935;47;प्रभु;प्रभु;प्रभु;प्रभु;null;प्रभु;प्रभु;प्रभु;प्रभु;प्रभुवु;प्रभु;प्रभु;प्रभु;प्रभु;प्रभु
936;6981;प्रमाण;प्रमाण;प्रमाण;प्रमाण;null;प्रमाण;प्रमाण;प्रमाण;प्रमाणम्;प्रमाणमु;प्रमाण;प्रमाण;प्रमाण;प्रमाणम्;प्रमाण
937;3828;प्रमाद;प्रमाद;प्रमाद;प्रमाद;null;प्रमाद;null;प्रमाद;प्रमादम्;प्रमादमु;प्रमाद;प्रमाद;प्रमाद;प्रमादम्;प्रमाद
938;3821;प्रयत्न;प्रयत्न;प्रयत्न;प्रयत्न;प्रयत्न;प्रयत्न;प्रयत्न;प्रयत्न;प्रयत्नम्;प्रयत्नमु;प्रयत्न;प्रयत्न;प्रयत्न;प्रयत्नम्;प्रयत्न
939;3821;प्रयास;प्रयास;प्रयास;प्रयास;null;प्रयास;null;प्रयास;प्रयासम्;प्रयास;null;प्रयास;प्रयास;प्रयासम्;प्रयास
940;1841;प्रयोग;प्रयोग;प्रयोग;प्रयोग;null;प्रयोग;प्रयोग;प्रयोग;प्रयोगम्;प्रयोगमु;प्रयोग;प्रयोग;प्रयोग;प्रयोगम्;प्रयोग
941;2995;प्रयोजन;प्रयोजन;प्रयोजन;प्रयोजन;null;प्रयोजन;प्रयोजन;प्रयोजन;प्रयोजनम्;प्रयोजनमु;प्रयोजन;प्रयोजन;प्रयोजन;प्रयोजनम्;प्रयोजन
942;2086;प्रलय;प्रलय;प्रलय;प्रलय;null;प्रलय;प्रलय;प्रलय;प्रलयम्;प्रलयमु;प्रलय;प्रलय;प्रलय;प्रलयम्;प्रलय
943;1089;प्रलाप;प्रलाप;प्रलाप;प्रलाप;null;प्रलाप;प्रलाप;प्रलाप;प्रलापम्;प्रलापमु;प्रलाप;प्रलाप;प्रलाप;प्रलापम्;प्रलाप
944;6939;प्रवृत्ति;प्रवृत्ति;प्रवृत्ति;प्रवृत्ति;null;प्रवृत्ति;प्रवृत्ति;प्रवृत्ति;null;प्रवृत्ति;प्रवृत्ति;प्रवृत्ति;प्रवृत्ति;प्रवृत्ति;प्रवृत्ति
945;6942;प्रवेश;प्रवेश;प्रवेश;प्रवेश;null;प्रवेश;प्रवेश;प्रवेश;प्रवेशम्;प्रवेशमु;प्रवेश;प्रवेश;प्रवेश;प्रवेशम्;प्रवेश
946;3632;प्रशंसा;प्रशंसा;प्रशंसा;प्रशंसा;null;प्रशंसा;प्रशंसा;प्रशंसा;null;प्रशंसा;प्रशंसा;प्रशंसा;प्रशंसा;प्रशंसा;प्रशंसा
947;3632;प्रशस्ति;प्रशस्ति;प्रशस्ति;प्रशस्ति;null;प्रशस्ति;null;प्रशस्ति;null;प्रशस्ति;null;प्रशस्ति;प्रशस्ति;प्रशस्ति;प्रशस्ति
948;7553;प्रश्न;प्रश्न;प्रश्न;प्रश्न;null;प्रश्न;प्रश्न;प्रश्न;प्रश्नम्;प्रश्न;null;प्रश्न;प्रश्न;प्रश्नम्;प्रश्न
949;6936;प्रसंग;प्रसंग;प्रसंग;प्रसंग;null;प्रसंग;प्रसंग;प्रसंग;null;प्रसंगमु;प्रसंग;प्रसंग;प्रसंग;प्रसंगम्;प्रसंग
950;2949;प्रसन्न;प्रसन्न;प्रसन्न;प्रसन्न;प्रसन्न;प्रसन्न;प्रसन्न;प्रसन्न;null;प्रसन्नमु;प्रसन्न;प्रसन्न;प्रसन्न;प्रसन्नम्;प्रसन्न
951;5478;प्रसव;प्रसव;प्रसव;प्रसव;null;प्रसव;प्रसव;प्रसव;पिरसवम्;प्रसवमु;प्रसव;प्रसव;प्रसव;प्रसवम्;प्रसव
952;3763;प्रसाद;प्रसाद;प्रसाद;प्रसाद;परसाद;प्रसाद;प्रसाद;प्रसाद;पिरसादम्;प्रसादमु;प्रसाद;प्रसाद;प्रसाद;प्रसादम्;प्रसाद
953;7232;प्रसार;प्रसार;प्रसार;प्रसार;null;प्रसार;null;प्रसार;null;प्रसारमु;प्रसार;प्रसार;प्रसार;प्रसारम्;प्रसार
954;3464;प्रसिद्ध;प्रसिद्ध;प्रसिद्ध;प्रसिद्ध;null;प्रसिद्ध;प्रसिद्ध;प्रसिद्ध;पिरसिद्दम्;प्रसिद्धमु;प्रसिद्ध;प्रसिद्ध;प्रसिद्ध;प्रसिद्धम्;प्रसिद्ध
955;5478;प्रसूति;प्रसूति;प्रसूति;प्रसूति;null;प्रसूति;प्रसूति;प्रसूति;पिरसूति;प्रसूति;null;प्रसूति;प्रसूति;प्रसूति;प्रसूति
956;2690;प्रस्तर;प्रस्तर;प्रस्तर;प्रस्तर;null;प्रस्तर;null;प्रस्तर;null;प्रस्तरमु;null;प्रस्तर;प्रस्तर;null;null
957;6997;प्रस्ताव;प्रस्ताव;प्रस्ताव;प्रस्ताव;null;प्रस्ताव;प्रस्ताव;प्रस्ताव;पिरस्तावम्;प्रस्तावमु;प्रस्ताव;प्रस्ताव;प्रस्ताव;प्रस्तावम्;प्रस्ताव
958;818;प्रस्तावना;प्रस्तावना;प्रस्तावना;प्रस्तावना;null;प्रस्तावना;null;प्रस्तावना;प्रस्तावनै;प्रस्तावना;प्रस्तावना;प्रस्तावना;प्रस्तावना;प्रस्तावना;प्रस्तावना
959;1780;प्रस्थान;प्रस्थान;प्रस्थान;प्रस्थान;null;प्रस्थान;प्रस्थान;प्रस्थान;null;प्रस्थानमु;प्रस्थान;प्रस्थान;प्रस्थान;प्रस्थानम्;null
960;2362;प्राचीन;प्राचीन;प्राचीन;प्राचीन;प्राचीन;प्राचीन;प्राचीन;प्राचीन;पिराचीनम्;प्राचीनमु;प्राचीन;प्राचीन;प्राचीन;प्राचीनम्;प्राचीन
961;531;प्राण;प्राण;प्राण;प्राण;null;प्राण;प्राण;प्राण;पिराणम्;प्राणमु;प्राण;प्राण;प्राण;प्राणन्;प्राण
962;3597;प्रादुर्भाव;प्रादुर्भाव;प्रादुर्भाव;प्रादुर्भाव;null;प्रादुर्भाव;null;प्रादुर्भाव;null;प्रादुर्भाविमु;null;प्रादुर्भाव;प्रादुर्भाव;प्रादुर्भावम्;null
963;7211;प्रायः;प्रायः;प्रायः;प्रायः;null;प्रायः;null;प्रायः;null;प्रायःमु;null;प्रायः;प्रायः;प्रायः;प्रायः
964;67;प्रारंभ;प्रारंभ;प्रारंभ;प्रारंभ;null;प्रारंभ;null;प्रारंभ;null;प्रारंभमु;प्रारंभ;प्रारंभ;प्रारंभ;प्रारंभम्;प्रारंभ
965;1054;प्रार्थना;प्रार्थना;प्रार्थना;प्रार्थना;प्रार्थना;प्रार्थना;प्रार्थना;प्रार्थना;पिरार्त्तनै;प्रार्थना;प्रार्थना;प्रार्थना;प्रार्थना;प्रार्थना;प्रार्थना
966;3384;प्रेत;प्रेत;प्रेत;प्रेत;प्रेत;प्रेत;प्रेत;प्रेत;पिरेतम्;प्रेतमु;प्रेत;प्रेत;प्रेत;प्रेतम्;प्रेत
967;2789;प्रौढ़;प्रौढ़;प्रौढ़;प्रौढ़;null;प्रौढ़;प्रौढ़;प्रौढ़;null;प्रौढ़मु;प्रौढ़;प्रौढ़;प्रौढ़;प्रौढ़न्;प्रौढ़
968;10826;फलक;फलक;फलक;फलक;blank;फलक;फलक;फलक;null;फलकमु;फलक;फलक;फलक;फलकम्;फलक
969;26591;बंधक;बंधक;बंधक;बंधक;बंधक;बंधक;बंधक;बंधक;null;बंधकमु;बंधक;बंधक;बंधक;बंधकम्;बंधक
970;4707;बंधन;बंधन;बंधन;बंधन;बंधन;बंधन;बंधन;बंधन;बंधनम्;बंधनमु;null;null;बंधन;बंधनम्;बंधन
971;715;बंधु;बंधु;बंधु;बंधु;बंधु;बंधु;बंधु;बंधु;बंधु;बंधुवु;बंधु;बंधु;बंधु;बंधु;बंधु
972;9558;बंध्या;बंध्या;बंध्या;बंध्या;बंध्या;null;बंध्या;बंध्या;null;बंध्या;null;बंध्या;बंध्या;बंध्या;बंध्या
973;3642;बद्ध;बद्ध;बद्ध;बद्ध;बद्ध;null;बद्ध;बद्ध;null;बद्धुडु;null;बद्ध;बद्ध;बद्ध;null
974;269;बल;बल;बल;बल;बल;बल;बल;बल;बल;बलमु;बल;बल;बल;बलम्;बल
975;not in HWN;बहु;बहु;बहु;बहु;बहु;बहु;बहु;बहु;बहु;बहु;बहु;बहु;बहु;बहु;बहु
976;2403;बहुल;बहुल;बहुल;बहुल;null;बहुल;बहुल;बहुल;null;बहुलुमु;null;बहुल;null;बहुल;null
977;1697;बाण;बाण;बाण;बाण;null;बाण;बाण;बाण;बाणम्;बाणमु;बाण;बाण;बाण;बाणम्;बाण
978;2524;बाधा;बाधा;बाधा;बाधा;बाधा;बाधा;null;बाधा;null;बाधा;बाधा;बाधा;बाधा;बाधा;बाधा
979;4265;बालक;बालक;बालक;बालक;बालक;बालक;बालक;बालक;बालकन्;बालकडु;बालक;बालक;बालक;बालकन्;बालक
980;4409;बालिका;बालिका;बालिका;बालिका;बालिका;बालिका;बालिका;बालिका;null;बालिका;बालिका;बालिका;बालिका;बालिका;बालिका
981;491;बाहु;बाहु;बाहु;बाहु;null;बाहु;बाहु;बाहु;बाहु;बाहुबु;null;बाहु;बाहु;बाहु;बाहु
982;3417;बिंदु;बिंदु;बिंदु;बिंदु;बिंदु;बिंदु;बिंदु;बिंदु;बिंदु;बिंदुवु;बिंदु;बिंदु;बिंदु;बिंदु;बिंदु
983;2331;बिंब;बिंब;बिंब;बिंब;null;बिंब;बिंब;बिंब;बिंबम्;बिंबमु;बिंब;बिंब;बिंब;बिंबम्;बिंब
984;2418;बीभत्स;बीभत्स;बीभत्स;बीभत्स;null;बीभत्स;null;बीभत्स;बीभत्स;बीभत्समु;बीभत्स;बीभत्स;बीभत्स;बीभत्सम्;बीभत्स
985;6167;बुद्धि;बुद्धि;बुद्धि;बुद्धि;बुद्धि;बुद्धि;बुद्धि;बुद्धि;बुद्धि;बुद्धि;बुद्धि;बुद्धि;बुद्धि;बुद्धि;बुद्धि
986;not in HWN;बुभुक्षा;बुभुक्षा;बुभुक्षा;बुभुख्या;null;बुभुक्षा;बुभुक्षा;बुभुक्षा;null;बुभुक्षा;null;बुभुक्षा;बुभुक्षा;बुभुक्षा;null
987;not in HWN;बुहत्;बुहत्;बुहत्;बुहत्;null;बुहत्;बुहत्;बुहत्;null;बुहतु;null;बुहत्;बुहत्;बुहत्;null
988;37551;बोध;बोध;बोध;बोध;null;बोध;बोध;बोध;बोधम्;बोध;बोध;बोध;बोध;बोधम्;बोध
989;9030;भंजन;भंजन;भंजन;भंजन;null;भंजन;null;भंजन;भंजनम्;भंजनमु;भंजन;भंजन;भंजन;भंजनम्;भंजन
990;7365;भक्त;भक्त;भक्त;भक्त;भक्त;भक्त;भक्त;भक्त;भक्तन्;भक्तुडु;भक्त;भक्त;भक्त;भक्तन्;भक्त
991;117;भक्ति;भक्ति;भक्ति;भक्ति;भक्ति;भक्ति;भक्ति;भक्ति;भक्ति;भक्ति;भक्ति;भक्ति;भक्ति;भक्ति;भक्ति
992;7467;भक्षण;भक्षण;भक्षण;भक्षण;null;भक्षण;भक्षण;भक्षण;भक्षणम्;भक्षणम्;भक्षण;भक्षण;भक्षण;भक्षणम्;null
993;31;भद्र;भद्र;भद्र;भद्र;null;भद्र;null;भद्र;null;भद्रमु;भद्र;भद्र;भद्र;भद्रन्;भद्र
994;3368;भय;भय;भय;भय;भय;भय;भय;भय;भयम्;भयमु;भय;भय;भय;भयम्;भय
995;3746;भयानक;भयानक;भयानक;भयानक;भयानक;भयानक;भयानक;भयानक;null;भयानकमु;भयानक;भयानक;भयानक;भयानकम्;भयानक
996;18230;भर्त्सना;भर्त्सना;भर्त्सना;भर्त्सना;null;भर्त्सना;भर्त्सना;भर्त्सना;null;भर्त्सनमु;null;भर्त्सना;भर्त्सना;भर्त्सना;null
997;1502;भवन;भवन;भवन;भवन;null;भवन;भवन;भवन;भवनम्;भवनमु;भवन;भवन;भवन;भवनम्;भवन
998;1589;भविष्य;भविष्य;भविष्य;भविष्य;null;भविष्य;भविष्य;भविष्य;null;भविष्यमु;भविष्य;भविष्य;भविष्य;भविष्यत्;भविष्य
999;12039;भव्य;भव्य;भव्य;भव्य;null;भव्य;null;भव्य;null;भव्य;भव्य;भव्य;भव्य;भव्यम्;null
1000;10909;भस्म;भस्म;भस्म;भस्म;भस्म;भस्म;भस्म;भस्म;भस्मम्;भस्ममु;भस्म;भस्म;भस्म;भस्मम्;भस्म
1001;20425;भाग;भाग;भाग;भाग;भाग;भाग;भाग;भाग;भागम्;भागमु;भाग;भाग;भाग;भागम्;भाग
1002;1653;भाग्य;भाग्य;भाग्य;भाग्य;null;भाग्य;भाग्य;भाग्य;भाग्यम्;भाग्यमु;भाग्य;भाग्य;भाग्य;भाग्यम्;भाग्य
1003;7592;भार;भार;भार;भार;भार;भार;भार;भार;भारम्;भारमु;भार;भार;भार;भारम्;भार
1004;3499;भारती;भारती;भारती;भारती;null;भारती;भारती;भारती;भारती;भारती;null;भारती;भारती;भारती;भारती
1005;6106;भाव;भाव;भाव;भाव;भाव;भाव;भाव;भाव;भावम्;भावमु;भाव;भाव;भाव;भावम्;भाव
1006;912;भावना;भावना;भावना;भावना;null;भावना;भावना;भावना;भावनै;भावनमु;भावना;भावना;भावना;भावना;भावना
1007;3813;भाषण;भाषण;भाषण;भाषण;null;भाषण;भाषण;भाषण;null;भाषणमु;भाषण;भाषण;भाषण;भाषणम्;भाषण
1008;5489;भाषा;भाषा;भाषा;भाषा;भाषा;भाषा;भाषा;भाषा;भाषा;भाषा;भाषा;भाषा;भाषा;भाषा;भाषा
1009;not in HWN;भाष्य;भाष्य;भाष्य;भाष्य;null;भाष्य;भाष्य;भाष्य;null;भाष्यमु;भाष्य;भाष्य;भाष्य;भाष्यम्;भाष्य
1010;28959;भिक्षा;भिक्षा;भिक्षा;भिख्या;भिक्षा;भिक्षा;भिक्षा;भिक्षा;भिक्षै;भिक्षा;भिक्षा;भिक्षा;भिक्षा;भिक्षा;भिक्षा
1011;1543;भित्ति;भित्ति;भित्ति;भित्ति;null;भित्ति;null;भित्ति;भित्ति;भित्ति;null;भित्ति;भित्ति;भित्ति;भित्ति
1012;11240;भीषण;भीषण;भीषण;भीषण;null;भीषण;null;भीषण;null;भीषणमु;भीषण;भीषण;भीषण;भीषणम्;भीषण
1013;491;भुजा;भुजा;भुजा;भुजा;भुजा;भुजा;भुजा;भुजा;भुजा;भुजमु;भुजा;भुजा;भुजा;भुजा;भुजा
1014;1427;भुवन;भुवन;भुवन;भुवन;भुवन;भुवन;भुवन;भुवन;भुवनम्;भुवनमु;भुवन;भुवन;भुवन;भुवनम्;भुवन
1015;290;भूमि;भूमि;भूमि;भूमि;भूमि;भूमि;भूमि;भूमि;भूमि;भूमि;भूमि;भूमि;भूमि;भूमि;भूमि
1016;34555;भूमिका;भूमिका;भूमिका;भूमिका;null;भूमिका;null;भूमिका;null;भूमिका;भूमिका;भूमिका;भूमिका;भूमिका;भूमिका
1017;3068;भूषण;भूषण;भूषण;भूषण;null;भूषण;भूषण;भूषण;भूषणम्;भूषणमु;भूषण;भूषण;भूषण;भूषणम्;भूषण
1018;7455;भेद;भेद;भेद;भेद;भेद;भेद;भेद;भेद;भेदम्;भेदमु;भेद;भेद;भेद;भेदम्;भेद
1019;3059;भोग;भोग;भोग;भोग;भोग;भोग;भोग;भोग;भोगम्;भोगमु;भोग;भोग;भोग;भोगम्;भोग
1020;1830;भोजन;भोजन;भोजन;भोजन;भोजन;भोजन;भोजन;भोजन;भोजनम्;भोजनमु;भोजन;भोजन;भोजन;भोजनम्;भोजन
1021;39245;भौतिक;भौतिक;भौतिक;भौतिक;null;भौतिक;null;भौतिक;भौतिकम्;भौतिकमु;भौतिक;भौतिक;भौतिक;भौतिकम्;भौतिक
1022;3539;भ्रम;भ्रम;भ्रम;भ्रम;भ्रम;भ्रम;भ्रम;भ्रम;भ्रमम्;भ्रम;भ्रम;भ्रम;भ्रम;भ्रमम्;भ्रम
1023;8369;भ्रमण;भ्रमण;भ्रमण;भ्रमण;null;भ्रमण;भ्रमण;भ्रमण;null;भ्रमणमु;भ्रमण;भ्रमण;भ्रमण;भ्रमणम्;null
1024;4625;भ्रष्ट;भ्रष्ट;भ्रष्ट;भ्रष्ट;null;भ्रष्ट;भ्रष्ट;भ्रष्ट;भ्रष्टन्;भ्रष्टमु;भ्रष्ट;भ्रष्ट;भ्रष्ट;भ्रष्टन्;भ्रष्ट
1025;9683;भ्रष्टाचार;भ्रष्टाचार;भ्रष्टाचार;भ्रष्टाचार;null;भ्रष्टाचार;भ्रष्टाचार;भ्रष्टाचार;null;null;भ्रष्टाचार;भ्रष्टाचार;भ्रष्टाचार;भ्रष्टाचारम्;भ्रष्टाचार
1026;4873;भ्रांति;भ्रांति;भ्रांति;भ्रांति;null;भ्रांति;भ्रांति;भ्रांति;भ्रांति;भ्रांति;भ्रांति;भ्रांति;भ्रांति;भ्रांति;भ्रांति
1027;81;भ्राता;भ्राता;भ्राता;भ्राता;null;भ्रातृ;भ्राता;भ्राता;भ्राता;भ्राता;भ्राता;भ्राता;भ्राता;भ्राता;भ्राता
1028;6034;भ्रू;भ्रू;भ्रू;भ्रू;null;भ्रू;भ्रू;भ्रू;null;भ्रूवु;null;null;भ्रू;भ्रू;भ्रू
1029;2889;मंगल;मंगल;मंगल;मंगल;मंगल;मंगल;मंगल;मंगल;मंगलम्;मंगलमु;मंगल;मंगल;मंगल;मंगलम्;मंगल
1030;2192;मंडप;मंडप;मंडप;मंडप;मंडप;मंडप;मंडप;मंडप;मंडबम्;मंडपमु;मंडप;मंडप;मंडप;मंडपम्;मंडप
1031;4077;मंडल;मंडल;मण्डल;मंडल;मंडल;मंडल;मंडल;मंडल;मंडल;मंडलमु;मंडल;मंडल;मंडल;मंडलम्;मंडल
1032;6717;मंत्रणा;मंत्रणा;मंत्रणा;मंत्रणा;null;मंत्रण;मंत्रणा;मंत्रणा;null;मंत्रणमु;मंत्रणा;मंत्रणा;मंत्रणा;मंत्रणा;मंत्रणा
1033;12282;मंथन;मंथन;मंथन;मंथन;null;मंथन;मंथन;मंथन;null;मंथनमु;मंथन;मंथन;मंथन;मंथनम्;मंथन
1034;1655;मंद;मंद;मन्द;मंद;null;मंद;मंद;मंद;मंदम्;मंदमु;मंद;मंद;मंद;मंदम्;मंद
1035;452;मंदिर;मंदिर;मन्दिर;मंदिर;मंदिर;मंदिर;मंदिर;मंदिर;null;मंदिरमु;मंदिर;मंदिर;मंदिर;मंदिरम्;मंदिर
1036;2129;मग्न;मग्न;मग्न;मग्न;मग्न;blank;मग्न;मग्न;null;मग्नमु;मग्न;मग्न;मग्न;मग्नन्;मग्न
1037;3691;मठ;मठ;मठ;मठ;मठ;मठ;मठ;मठ;मडम्;मडमु;मठ;मठ;मठ;मठम्;मठ
1038;7511;मत;मत;मत;मत;मत;मत;मत;मत;मतम्;मतमु;मत;मत;मत;मतम्;मत
1039;4448;मत्स्य;मत्स्य;मत्स्य;मत्स्य;null;मत्स्य;मत्स्य;मत्स्य;मत्स्यियम्;मत्स्यमु;null;मत्स्य;मत्स्य;मत्स्यम्;मत्स्य
1040;8047;मधु;मधु;मधु;मधु;मधु;मधु;मधु;मधु;मधु;मधुमु;मधु;मधु;मधु;मधु;मधु
1041;4173;मधुर;मधुर;मधुर;मधुर;मधुर;मधुर;मधुर;मधुर;मधुरम्;मधुरमु;मधुर;मधुर;मधुर;मधुरम्;मधुर
1042;5799;मध्य;मध्य;मध्य;मध्य;null;मध्य;मध्य;मध्य;मद्दियम्;मध्य;मध्य;मध्य;मध्य;मध्यम्;मध्य
1043;6195;मध्याह्न;मध्याह्न;मध्याह्न;मध्याह्न;null;मध्याह्न;मध्याह्न;मध्याह्न;मद्दियानम्;मध्याह्नमु;null;मध्याह्न;मध्याह्न;मध्याह्नम्;null
1044;2074;मन;मन;मन;मन;मन;मन;मन;मन;मनम्;मनस्सु;मन;मन;मन;मनस्;मन
1045;141;मनन;मनन;मनन;मनन;null;मनन;मनन;मनन;मननम्;मननमु;मनन;मनन;मनन;मननम्;मनन
1046;3389;मनुष्य;मनुष्य;मनुष्य;मनुष्य;मनुष्य;मनुष्य;मनुष्य;मनुष्य;मनुष्यन्;मनुष्युडु;मनुष्य;मनुष्य;मनुष्य;मनुष्यन्;मनुष्य
1047;3424;मनोरंजन;मनोरंजन;मनोरंजन;मनोरंजन;null;मनोरंजन;null;मनोरंजन;null;मनोरंजनमु;मनोरंजन;मनोरंजन;मनोरंजन;मनोरंजनम्;मनोरंजन
1048;9106;मनोरम;मनोरम;मनोरम;मनोरम;null;मनोरम;null;मनोरम;null;मनोरमु;मनोरम;मनोरम;मनोरम;मनोरमम्;मनोरम
1049;7966;मनोविकार;मनोविकार;null;मनोविकार;null;मनोविकार;मनोविकार;मनोविकार;मनोविकारम्;मनोविकारमु;मनोविकार;मनोविकार;मनोविकार;मनोविकारम्;मनोविकार
1050;9736;मनोविज्ञान;मनोविज्ञान;मनोविज्ञान;मनोविज्ञान;null;मनोविज्ञान;मनोविज्ञान;मनोविज्ञान;null;मनस्तत्वमु;मनोविज्ञान;मनोविज्ञान;मनोविज्ञान;मनोविज्ञानम्;मनोविज्ञान
1051;not in HWN;मनोविश्लेषण;मनोविश्लेषण;मनोविश्लेषण;null;null;मनोविश्लेषण;null;मनोविश्लेषण;मनोविश्लेषण;null;मनोविश्लेषणमु;मनोविश्लेषण;मनोविश्लेषण;मनोविश्लेषणम्;मनोविश्लेषण
1052;6505;मरु;मरु;मरु;मरु;null;मरु;null;मरु;null;मरु;मरु;मरु;मरु;मरु;मरु
1053;6505;मरुस्थल;मरुस्थल;मरुस्थल;मरुस्थल;null;मरुस्थल;null;मरुस्थल;मरुस्थल;मरुस्थलमु;मरुस्थल;मरुस्थल;मरुस्थल;मरुस्थलम्;मरुस्थल
1054;7455;मर्म;मर्म;मर्म;मर्म;null;मर्म;null;मर्म;मर्मम्;मर्ममु;मर्म;मर्म;मर्म;मर्मम्;मर्म
1055;3132;मर्यादा;मर्यादा;मर्यादा;मर्यादा;null;मर्याद;मर्यादा;मर्यादा;मर्यादै;मर्यादु;मर्यादा;मर्यादा;मर्यादा;मर्यादा;मर्यादा
1056;2419;मलिन;मलिन;मलिन;मलिन;null;मलिन;मलिन;मलिन;मलिनम्;मलिनमु;मलिन;मलिन;मलिन;मलिनम्;मलिन
1057;2027;मसि;मसि;मसि;मसि;null;मसि;मसि;मसि;मसि;मसि;null;मसि;मसि;मसि;मसि
1058;604;मस्तक;मस्तक;मस्तक;मस्तक;मस्तक;मस्तक;null;मस्तक;मस्तकम्;मस्तकमु;मस्तक;मस्तक;मस्तक;मस्तकम्;मस्तक
1059;6168;मस्तिष्क;मस्तिष्क;मस्तिष्क;मस्तिष्क;null;मस्तिष्क;null;मस्तिष्क;null;मस्तिष्कमु;मस्तिष्क;मस्तिष्क;मस्तिष्क;मस्तिष्कम्;मस्तिष्क
